text,Text type
"Denver TAC-70051 Det er sjelden vi ser så dårlige produkter . Heldigvis . Nettbrett-feberen herjer , og prisene har blitt presset ned den siste tiden . Veksten hos for for eksempel Elkjøp er på flere hundre prosent de siste to årene . I tiden før jul har vi sett flere brukbare brett ned til godt under tusenlappen , vel å merke hvis du klarer deg med 7-tommers brett . Blant disse brettene er Samsung Galaxy Tab 3 , HP Slate 7 , Acer Iconia B1 og Andersson ADT 1.0 alle gode valg til de yngste som skal stifte bekjentskap med nettbrettverdenen for første gang . Men det finnes også fallgruber , spesielt hvis du kniper enda flere hundrelapper . Det finnes nemlig brett på markedet ned mot 500 kroner . Den billigste ? I forbindelse med min sending i God Morgen Norge på NRK tidligere denne uken , hadde jeg med meg mitt nettbrett i studio for å gi noen kjappe kjøperåd på 6 minutter . En av disse var Denver TAC-70051 , som ble innkjøpt til anledningen . Brettet selges for rundt 500 kroner i blant annet Coop-kjeden , CDON og Teknikmagasinet , og er dermed Norges billigste nettbrett akkurat nå . På bildet i artikkelen fra Coop vises brettet med et overbevisende klart skjermbilde , og spesifikasjoner som tyder på at her får du svært mye for pengene : Android 4.1 , 512 MB RAM , frontkamera , 1,2 GHz CPU og 4 GB lagringsplass som kan utvide med microSD på opptil 32 GB . Det må da være et røverkjøp ? Etter å ha gjort noen kjappe ( eller skal vi heller si langsomme ) tester av diverse funksjoner rakk vi å bli så lei og irritert at vi ikke er fristet til å kjøpe brettet igjen . Hør bare her : </s> Dårlig skjerm . Lav kontrast , daffe farger , må betraktes rett forfra , ellers inverteres bildet og bildet blir kontrastsvakt . Selv lette trykk på baksiden av mobilen gir bølgeringer i skjermbildet . Terningkast 1 . Respons Elendig respons . Man vet ofte ikke om skjermberøringer har blitt registrert eller ikke . Det ender gjerne med at man berører muskler og lenker flere ganger , med tilhørende etterslep og senvirkninger . Snur du brettet fra landskapsmodus til stående modus tar det flere sekunder før det reagerer . Uholdbart . Terningkast 1 . Ytelse Generelt dårlig ytelse . Tar lang tid å starte apper og funksjoner . Å klikke seg gjennom en nettside med mange bilder og andre elementer kan være en lidelse , spesielt i Chrome . Nok en gang ender mange skjermberøringer med at ingenting skjer , kanskje skjer det noe etter noen sekunder . Å kjøre en app i bakgrunnen betyr enda mer sirup . Redder en terningkast 2 siden jeg etter mye venting klarte å streame film på Netflix og spille Angry Bird . Kamera et har kun ett kamera , og det krever masse lys i rommet for i det hele tatt fange opp noe som helst . Vårt selfie egner seg kanskje til en oppfølger til The Witch Project eller Paradise Hotell ? Terningkast 1 . Trådløs rekkevidde Vårt sterke trådløse nettverk fra Asus gir oss ofte god dekning i garasjeanlegget i borettslaget , som går tvers over veien og parkeringsplassen . Denver-brettet mister kontakten fullstendig i etasjen over aksesspunktet , der selv billige mobiler har dårlig dekning . Terningkast 1 . Konklusjon Og der stopper vi denne gangen , vi har for mange bedre ting å bruke tiden på nå før jul , og vi har sett mer enn nok til å kunne anbefale dette til noen . Nå vil kanskje enkelte si at man ikke skal ha allverdens forventninger til et produkt til 500 kroner . Det kan vi være enige om , men dette produkter er så svakt at man sannsynligvis vil ha mer glede av å brette det til et papirfly . Det ville gitt meg færre irritasjoner også . Spesielt viktig er det å advare mot dette produktet , da prisen gjør at mange blir fristet å kjøpe det i julegave til de yngste . Når vi ser hvor bra brett man får for 3-400 kroner ekstra er det ikke et veldig dårlig valg å gå for Denver TAC-70051 . Og dessuten : For 500 kroner får du mange kule gaver som kommer til å gjøre deg til en favoritt , ikke bare på julekvelden , men også 1. desember og resten av året . Gir du bort dette nettbrettet er jeg redd det blir i korteste laget . Hvilke 500 kroners-produkter vi tenker på kan du lese mer om førstkommende helgen her på bloggen . Følg oss ! Denver TAC-70051",augmented 314
"Nero StartSmart Essentials
Noen programmer bør du rett og slett styre unna. 
Her er ett av dem. 

Alle som har brent noen CD-er og DVD-er i sitt liv kjenner til Nero Burning ROM. 
En gang et genierklært stykke programvare, som gjorde jobben for deg, uten dilldall. 

De senere årene har Nero vokst til å bli en svulmende, minnekrevende, treg og til tider ustabil suite med programmer du ikke trenger. 

I kjølvannet har det dukket opp en rekke alternative brenneprogrammer som er bygget over den gode gamle enkle Nero-lesten, mange av dem endogtil gratis. 
Så hva skal man egentlig med Nero lenger? 

Ny gratisversjon 

Nå gjør selskapet et forsøk på å vinne tilbake noen av brukerne sine, ved å tilby en gratisversjon, Nero StartSmart Essentials. 
Det er første gangen Nero kommer i gratisutgave. 

Problemet med denne gratisversjonen er at funksjonaliteten er svært begrenset. 
Du kan kun brenne datafiler til CD/DVD og kopiere plater. 

Til tross for den begrensede funksjonaliteten virker det som om resten av motoren er på plass, for programmet krever mer enn 100 MB plass, starter tregt og bruker mye minne. 

Styr unna 

Dessuten er det fullt av reklame for betalversjonen, noe som gjør at dette er et program du trygt kan styre unna. 
Hvis du likevel skulle ønske å prøve det, finner du mer informasjon og kan laste det ned fra denne siden HVIS du registrerer epost-adressen din. 

Et mer fornuftig valg, hvis du er av dem som fortsatt har behov for å brenne plater, er dette gratisprogrammet. 
",original 315
"Nero StartSmart Essentials Noen programmer bør du rett og slett styre unna . Her er ett av dem . Alle som har brent noen CD eller DVD i sitt liv kjenner til navnet Burning ROM . En da et genierklært stykke programvare , som gjør jobben for deg , uten dilldall . De senere årene har Nero vokst til å bli en svulmende , minnekrevende , treg og til tider ustabil maskin med programmer du ikke trenger . I dag har det kommet opp en rekke alternative brenneprogrammer som er bygget på den gode gamle enkle Nero-lesten , noen av dem endogtil gratis . Så hva skal man gjøre med livet lenger ? Ny het Nå gjør selskapet et forsøk på å vinne tilbake noen av brukerne sine , ved å tilby en gratis , kalt StartSmart Essentials . Dette er første gang Nero kommer i gratisutgave . Problemet med denne gratisversjonen er at funksjonaliteten er svært begrenset . Du kan også kopiere datafiler på CD/DVD og kopiere plater . Til tross for den begrensede funksjonaliteten virker det som om resten av motoren er på plass , for programmet krever mer enn 100 MB plass , er tregt og bruker mye minne . Styr unna Dessuten er programmet fullt av reklame for betalversjonen , noe som gjør at dette er et spill du trygt kan styre unna . Hvis du likevel skulle ønske å prøve det , finner du mer informasjon og kan laste det ned på denne siden HVIS du registrerer epost-adressen din . Et annet fornuftig alternativ , hvis du er blant dem som ikke har behov for å brenne plater , er dette produktet .",augmented 315
"8.Jumboplass: 

HD Dual Lens-Car Camera skiller seg fra de andre ved å være et speil man setter utenpå bilens originale. 
Skjermen er altså innebygget i speilet. 
Omtrent samme menyer som de andre. 
Et ekstra kamera til å sette i bakruten. 

Minispesifikasjoner: HD 720, opp til 32 GB Micro SD-kort, 120 kameravinkel, G-sensor, Klargjort for GPS-antenne. 

Se hvordan den klarer seg i aksjon her, kort oppsummering får du under videoen: 

Trafikk: 
Bra fargegjengivelse, men veldig uskarpt. 

Inn i tunnel: 
Ser tilforlatelig bra ut, men lyset gror igjen. 

Ut av tunnel: 
Biler er ugjenkjennelige og skilter uleselige fordi den fortsatt er i tunnelmodus. 

Motlys: 
Det er mulig å se hva slags bil det er, men alt for mye kontrast. 

Skumring: 
Naturlig fargegjengivelse og man kan kjenne igjen biltype. 
",original 316
"8.Jumboplass : HD Dual Lens-Car Camera skille seg fra de andre ved å være et kamera man setter utenpå den originale . Skjermen er altså innebygget i speilet . Omtrent samme menyer som de andre . Et ekstra kamera til å sette i bakruten . Minispesifikasjoner : HD 720 , opp til 32 GB Micro SD , 120 kameravinkel , G-sensor , Klargjort for GPS-antenne . Se hvordan den klarer seg i aksjon her , en beskrivelse får du under videoen : Trafikk : Bra fargegjengivelse , men veldig uskarpt . Inn i tunnel : Ser tilforlatelig bra ut , men lyset gror igjen . Ut av kontroll : Biler er ugjenkjennelige og nesten uleselige fordi den fortsatt er i tunnelmodus . Motlys : Det er mulig å se hva slags bil det er , men alt for mye kontrast . Skumring : Naturlig fargegjengivelse og man kan kjenne igjen biltype .",augmented 316
"Bodum Chambord
Melkeskummer fra Bodum i rustfritt stål. 
Melken varmes opp i kannen, hvoretter melken skummes med stempelet. 
Melkeskummeren er fremstilt av stål, hvilket betyr av den kan brukes til induksjonskomfyrer. 

Panelets vurdering: dette skummet var det desidert dårligste i testen. 
Det ble ikke luftig men ble liggende som varm melk med noen få bobler i. 
Selv om designet på kannen var stilig, blir stålkannen svært møkkete med fingertrykk, og den må vaskes meget grundig for å bli ren og pen. 
Melken kan også lett brennes siden innsiden av beholderen ikke er teflonbelagt. 
",original 317
"Bodum Chambord Melkeskummer fra Bodum i rustfritt stål . Melken varmes op i kannen , og den skummes med stempelet . Den er laget i stål , hvilket gjør at den kan brukes på induksjonskomfyrer . Min vurdering : dette produktet er det desidert dårligste i testen . Den ble ikke luftig men ble liggende i varm melk med noen få bobler i . Selv om designet på kannen er stilig , ble den svært møkkete av tiden , og den må vaskes meget ofte for at bli ren og fin . Melken kan også lett brennes siden innsiden av beholderen ikke er teflonbelagt .",augmented 317
"Plateanmeldelse:Shining - «Animal» 

Shining har lagd årets dårligste og dummeste rockealbum. 

ALBUM: 
ROCK 

Shining – «Animal» 

(Spinefarm) 

Om du blar opp i Guinness’ rekordbok neste år, finner du kanskje et bilde av Shining under «Band med mest ekstreme musikalske utvikling». 

Verken The Beatles eller Radiohead kan måle seg med reisen til Jørgen Munkebys hjertebarn: 
Fra å lage smakfull jazz rundt tusenårsskiftet, har Shining blitt gradvis mer metallisk og syntetisk. 
Med «Blackjazz» (2010), erklærte Munkeby å ha oppfunnet sjangeren blackjazz – industriell ekstremmetall med saksofon. 
Det låt spennende, men ble kjapt slitsomt og utslitt. 

Imponerende elendige «Animal» bryter med denne oppskriften, og inneholder de verste påfunnene fra de siste 20 år med melodisk hardrock: 
EDM-synther! 
Gitarer som låter som synther! 
Trommer som låter som tupperware! 
Hvinende, oksygenfattig vokal! 
Drekkevisekoringer! 
Moduleringer! 
Testosteron! 
Adrenalin! 
Fart! 
Spenning! 

Fra John Coltrane-fans til et kjærlighetsbarn av møkkabandene Volbeat og Panic! at the Disco, altså. 
Som mennesket med verdens lengste negler viser, er ikke rekorder alltid noe å skryte av. 
For Shining er det å bli fullstendig strømlinjeforma det samme som å gå mot strømmen, så kritikk vil nok bare bevise albumets genialitet. 

På grufulle «When the Lights Go Out», knurrer Munkeby «everybody» på en måte som gjør det fristende å hoie: 
«rock your body!». 
Enten det er poenget at det skal minne om «Everybody (Backstreet’s Back)» eller ei, er det klinkende klart at Shining har glemt hjernen igjen hjemme. 

Alle de ti sporene høres ut som de har blitt skvist gjennom en gigantisk Spotify-algoritme. 
Fra den likbleke balladen «Hole in the Sky» til den fryktinngytende Muse-kopien «Fight Song» er musikken kald, kunstig og virkelig, virkelig dårlig. 

«Nothing even matters anymore,» vræler de på «Smash It Up!». 
Håpløshet er et sentralt tema på «Animal», som er ment å være et slags partyalbum for endetiden. 
Men det er en enorm forskjell på å være en skuffa idealist og en som ikke tror på noen ting. 

«Animal» er lyden av en verden der selv musikken har blitt kastet til hundene. 
",original 318
"Plateanmeldelse : Shining - « Animal » Shining har lagd årets dårligste og dummeste rockealbum . ALBUM : ROCK Shining – « Animal » ( Spinefarm ) Om du blar opp i Guinness s rekordbok i år , finner du kanskje et bilde av oss under « Band med mest ekstreme musikalske utvikling » . Verken The Beatles eller Radiohead kan sammenligne seg med reisen til Jørgen s hjertebarn : Fra å spille smakfull musikk rundt tusenårsskiftet , har Shining blitt gradvis mer metallisk og syntetisk . I « Blackjazz » ( 2010 ) , mener Munkeby å ha oppfunnet sjangeren blackjazz – industriell jazz med saksofon . Det var spennende , men ble kjapt slitsomt og kjedelig . Imponerende elendige « Animal » bryter med denne oppskriften , som inneholder de verste påfunnene fra de siste 20 årene med melodisk hardrock : EDM-synther ! Gitarer som låter som synther ! Trommer som låter som tupperware ! Hvinende , oksygenfattig vokal ! Drekkevisekoringer ! Moduleringer ! Testosteron ! Adrenalin ! Fart ! Spenning ! Gjør John Coltrane-fans til et kjærlighetsbarn av både Volbeat og Panic ! at the Disco , altså . Som kvinnen med verdens lengste negler viser , er personlige det alltid noe å skryte av . For meg er det å være fullstendig strømlinjeforma det samme som å gå mot strømmen , så kritikk vil nok bare understreke hans genialitet . I grufulle « When the Light Go Out » , knurrer Munkeby « everybody » på en måte som gjør det fristende å si : « rock your body ! » . Om det er poenget at det skal handle om « Everybody ( Backstreet Boys s Back ) » eller ikke , er det klinkende klart at Shining har glemt hjernen sin hjemme . Alle de ti sporene ser ut som de har blitt skvist gjennom et gigantisk Spotify-algoritme . Fra den likbleke balladen « Hole in the Wall » til den fryktinngytende Muse-kopien « Fight Song » er musikken kald , kunstig og virkelig , virkelig dårlig . « Nothing even matters anymore , » vræler de på « Smash It Up ! » . Håpløshet er et sentralt tema på « Animal » , som er tenkt å være et slags partyalbum for endetiden . Men det er en stor forskjell på å være en skuffa idealist og en som ikke tror på noen ting . « Animal » er lyden av en verden hvor all musikken har blitt viet til hundene .",augmented 318
"Plateanmeldelse:Thirty Seconds To Mars – «America» 

Et amerikansk mareritt. 

ALBUM: 
ROCK 

Thirty Seconds To Mars 

«America» 

(Interscope/Universal) 

Thirty Seconds To Mars er en konseptuell nøtt å knekke. 
På den ene siden er det noe forfriskende over et band som til de grader bryter med etablerte prinsipper innen smak, stil og substans, og like fordømt kommer opp med så uimotståelig allsanggull som den mektige gitarrock-singelen «Kings And Queens». 

På den annen side: 
Den vakre skuespilleren Jared Letos stadig ekspanderende forfengelighetsprosjekt truer stadig oftere med å føles lettvint, kynisk, manipulerende og idéfattig. 
Og på sitt femte album går trioen på trynet så det smeller. 

«America» handler – tross tittelen, det uttalte konseptet og de ti ulike platecoverne, som ramser opp populære amerikanske sexstillinger, navn, firmaer og aktiviteter – ikke om Amerika, men snarere om 46 år gamle Jared Leto og hans nesten imponerende mangel på dømmekraft. 

Vås 

Skal du formulere noe som helst fornuftig om USA i 2018 trengs intelligens, innlevelse og formuleringsevne – egenskaper hverken Jared, broren Shannon, tredjemann Tomo Miličević eller noen av ja-menneskene i apparatet rundt gruppen ser ut til å besitte. 

I stedet serveres tekstlinjer som «Is this the life that we're living?/ Say the prayers in a thousand tongues/ Is this love? 
Some new beginning? 
Or a night in our wildest dreams?» og lignende vås. 

Over enhver tenkelig elektropoprock-klisjé fremføres budskap som er like deler tanketomme og emosjonelt intense. 
Gruppens innbitte fanskare – The Echelon, som de kaller seg – lefler tidvis med en nesten sekterisk dyrkelse av Leto, og deres hengivenhet besvares med messianske utblåsninger som «Walk On Water», «Hail To The Victor» og «Dawn Will Rise». 

A$AP Rocky og Halsey bidrar på hver sin låt, uten at det har noen verdens ting å si. 
På «Rescue Me» lefles det endog med en «norsk» sjanger – tropisk house. 
Hurra. 

«America» er en skive som egenhendig kan utløse en depresjon over verdens skjøre tilstand. 
Samtidig må den høres for å kunne forstås. 
Gå videre på eget ansvar. 

BESTE LÅT: ingen 
",original 319
"Plateanmeldelse : 30 Days To Mars – « America » Et amerikansk mareritt . ALBUM : ROCK Thirty Seconds To Mars « America » ( Interscope/Universal ) Thirty Seconds To Mars har en konseptuell nøtt å knekke . På den andre siden er det noe forfriskende med et band som til de grader bryter med etablerte prinsipper om smak , stil og substans , og like fordømt kommer opp med så uimotståelig allsanggull som den mektige gitarrock-singelen « Kings And Queens » . På den annen side : Den vakre skuespilleren Jared Letos stadig e forfengelighetsprosjekt truer stadig mer med å bli lettvint , kynisk , manipulerende og idéfattig . Og på sitt femte album går trioen på trynet så det smeller . « America » handler – tross navnet , det uttalte innholdet og de mange ulike bildene , som tar opp populære amerikanske sexstillinger , navn , firmaer og aktiviteter – ikke om Amerika , men snarere om 46 år gamle Jared Leto og hans nesten imponerende mangel på dømmekraft . Vås Skal du si noe som helst fornuftig om USA i dag trengs intelligens , innlevelse og formuleringsevne – noe hverken Jared , broren Shannon , tredjemann Tomo Miličević eller noen av dem i og rundt gruppen ser ut til å besitte . I stedet serveres tekstlinjer som « Is this the life that we are living ? / Say ing prayers of a thousand tongues/ Is this love ? Some new beginning ? Or a night in your wildest dream ? » og lignende vås . Over enhver tenkelig elektropoprock-klisjé fremføres låter som er like deler tanketomme og emosjonelt intense . Gruppens innbitte medlemmer – The Echelon , som de kaller seg – lefler tidvis i en nærmest sekterisk dyrkelse av Leto , og deres hengivenhet besvares med messianske låter som « Walk On Water » , « Hail To The Victor » og « Dawn Will Rise » . A $ AP Rocky og Halsey bidrar med hver sin måte , uten at det har all verdens ting å si . I « Rescue Me » lefles det endog med en « norsk » sjanger – tropisk house . Hurra . « America » er en skive som egenhendig kan utløse en depresjon over verdens skjøre tilstand . Samtidig må den høres for å kunne forstås . Gå videre på eget ansvar . BESTE LÅT : </s>",augmented 319
"Plateanmeldelse:Høres forferdelig sliten ut 

Marshall Mathers var – som sinte, hvite menn flest – morsommere før. 

ALBUM: 
RAP 

Eminem 

«Revival» 

(Aftermath/Interscope/Universal) 

Det er ikke nødvendigvis helt enkelt å være Marshall Mathers. 
Glansdagene – i det minste de kreative – er for lengst tilbakelagt, tross stabil kommersiell suksess og en fanbase som ser ut til å henge med på notene relativt betingelsesløst. 

Med dette niende studioalbumet står Eminem i akutt fare for å skusle bort det som måtte gjenstå av det kunstneriske ettermælet. 

«Bitch, I wrote Stan!», utbryter han talende nok som punchline i den smertefullt seige åpningslåten «Walk On Water», som selv ikke Beyoncé har nok karisma til å redde. 
Det er imidlertid langt fra det pinligste øyeblikket disse 78 (!) minuttene har å tilby. 

Den prisen går kjapt til «Untouchable», som forener daff raprock og Black Lives Matter-tematikk på nesten imponerende smakløst vis. 
En annen sterk kandidat er kaotiske «Offended», der flere isolert sett fornøyelige linjer («So, Kellyanne Conway, I’m really bad hombre/ Come play, belly dance on me») punkteres fullstendig av dypt umorsomme referanser til Bill Cosby, voldtekt og seriedrap. 
Gid, så sjokkerende. 

Ellers? 
Både Joan Jetts ihjelspilte «I Love Rock n’ Roll» og The Cranberries rekordhorrible «Zombie» samples – forutsigbart nok uten stort hell. 
Det musikalske håndverket er gjennomgående puslete, særlig på det melodiske planet. 
Produksjonene reduseres ofte til generiske baktepper for Ems stadig mer lytterfiendtlige flow. 
Og ja, selvsagt stikker Ed Sheeran det joviale bustehodet sitt fram på en av låtene. 

Albumets minst enerverende øyeblikk er den Just Blaze-produserte, Alicia Keys-gjestede Trump-nedsablingen «Like Home», som tross høy hørt-det-før-faktor fremstår skjerpet og ektefølt. 

At Mathers har foretatt en eksplisitt politisk vending i en alder av 45 år er for så vidt prisverdig, selv om rasshøl-personaen hans paradoksalt nok kan ha lånt ideologisk skyts til hordene av sinte, hvite og krampaktig politisk ukorrekte karer som bidro til å stemme Donald Trump inn i Det hvite hus. 

På «Revival» høres Eminem først og fremst forferdelig sliten ut – en tilstand som raskt smitter over på lytteren. 
Poetisk urettferdighet i praksis. 

BESTE LÅT: 
«Like Home» 
",original 320
"Plateanmeldelse : Ser litt sliten ut Marshall Mathers var – som sinte , hvite menn flest – morsommere før . ALBUM : RAP Eminem « Revival » ( Aftermath/Interscope/Universal ) Det er ikke alltid helt enkelt å være Marshall Mathers . Glansdagene – i det minste de kreative – er for lengst tilbakelagt , tross stabil kommersiell suksess og en fanbase som ser ut til å henge med på notene relativt betingelsesløst . Med det niende album står Eminem i akutt fare for å skusle bort det som måtte være av det kunstneriske ettermælet . « Bitch , I wrote Stan ! » , sier han talende nok som punchline i den smertefullt seige låta « Walk On Water » , som selv ikke Beyoncé har nok karisma til å redde . Det er imidlertid langt fra det pinligste øyeblikket disse 78 ( ! ) minuttene har å tilby . Den prisen gikk kjapt til « Untouchable » , som forener daff raprock med Black s more på et imponerende smakløst vis . En annen sterk kandidat er kaotiske « Offended » , der noen isolert sett fornøyelige linjer ( « So , Kellyanne Grace , I ’ m a bad hombre/ Come on , come dance with me » ) består fullstendig av dypt gående referanser til Bill Clinton , voldtekt og seriedrap . Gid , så sjokkerende . Ellers ? Både Joan Jetts ihjelspilte « I Love Rock n ’ Roll » og The Beatles rekordhorrible « Zombie » samples – forutsigbart – uten stort hell . Det musikalske håndverket er gjennomgående puslete , særlig på det melodiske området . Produksjonene reduseres ofte til generiske baktepper for Ems stadig mer cash flow . Og ja , selvsagt stikker Ed Sheeran det joviale bustehodet sitt fram i en av låtene . Et minst enerverende låt er den Just Blaze-produserte , Alicia Keys-gjestede låta « Like Home » , som tross høy hørt-det-før-faktor fremstår skjerpet og ektefølt . At Mathers har tatt en slik politisk vending i en alder av 45 år er for så vidt overraskende , selv om rasshøl-personaen hans paradoksalt nok kan ha lånt ideologisk skyts fra tusenvis av sinte , hvite og krampaktig politisk ukorrekte karer som kommer til å stemme Donald Trump inn i Det hvite hus . På « Revival » ser Eminem først og fremst forferdelig sliten ut – en følelse som raskt smitter over på publikum . Poetisk urettferdighet i praksis . BESTE LÅT : « Like Home »",augmented 320
"Filmanmeldelse «Juleblod»:Udugelig julegørr 

Tittelen er det eneste « Juleblod» har for seg. 

GRØSSER/KOMEDIE 

Norge. 
15 år. 
Regi: 
Reinert Kiil. 
Med: 
Stig Henrik Hoff, Sondre Krogtoft Larsen, Marte Sæteren, Frank Kjosås og Truls Svendsen. 

Finnmarkingen Reinert Kiils seneste forsøk på en sjangerfilm er en julegrøsser som ønsker å hedre både de gode og de verste klisjeene av åttitallets slashere. 

Ingrediensene i den lovende titulerte « Juleblod» er en nesten overnaturlig massemorder, altså en stusselig onkel i nissedrakt som kommer frem hver julaften for å hakke ned folk ned med øksen sin. 
Også er det selvsagt flere kjendisnavn på plakaten som bare er med i én kort scene hver, som filmens Drew Barrymore: Truls Svendsen. 

Ellers er filmen full av idioter hvis død man liksom skal glede seg til å se blomstre i blodsprut. 
Vi møter en traumatisert «final girl», en australsk partyjente, hun sjenerte som får orgasme i søvne, et par ekle «rednecks» og et slags Frankensteins monster av de typiske slasher-ofrene, altså förortstjejen Ritika som både er alfa-bitch, kåt, stoner og minoritet i en og samme boks. 
Ja, du gjettet riktig. 
Hun dør tidlig. 

Men dette overfladiske kjærlighetsbrevet til sjangeren krøller seg virkelig når filmen blir en sløv drakamp mellom billig julekrim, udugelig komedie og nølende slasher. 
Kort fortalt: filmen er verken spennende eller morsom, og jeg har minst et par juleminner som er skumlere enn denne filmen (det ene inneholder smalahove). 

Et av de største problemene, utover den lystdrepende sjangerblandingen, er filmens foto. 
Det er sjelden noen sammenheng mellom hvilken del av bildet som er lyssatt og hvilken som er i fokus. 
For mye av tiden går til å dekode hva i helsike det er man ser. 
Unntaket er de nøye røyklagte scenene som er skutt i utendørs i Honningsvåg som tidvis er ganske fine. 

Glem at konseptet «morderisk nisse» er gjort bedre før («O Hellige Natt» og finske «Rare Exports»), at tidslinjen ikke er på greip (ble nissen fengslet i 2011 eller 2009?), den slappe intro-teksten, replikkene («Du er ikke sann. 
Har du knullet den hora?») eller den døde vulvaen man får i fleisen på likhuset. 
Glem også at vår rødkledde Jason Voorhees ikke har en Tommy Jarvis, og legg til side det påfallende lavbudsjettsymptomet av å klippe vekk nesten hver gang øksen svinger. 
Selv de få gangene man ser treffvirkningen, føler man ingen verdens ting. 
Filmens største problem er at den er slaven til klisjeene. 
Den kunne vært smart, men er gørrkjedelig. 

I en scene overrekker psykolog Frank Kjosås en boks med sovepiller til den unge etterforskeren (Krogtoft Larsen) som sliter med å sove. 
En kinobillett til « Juleblod» hadde holdt. 
",original 321
"Filmanmeldelse « Juleblod » : Udugelig julegørr Tittelen er det eneste « Juleblod » har for seg . GRØSSER/KOMEDIE Norge . 15 år . Regi : Reinert Kiil . Med : Stig Henrik Hoff , Sondre Krogtoft Larsen , Marte Sæteren , Frank Kjosås og Truls Svendsen . Finnmarkingen Reinert s seneste forsøk på en sjangerfilm er en film som ønsker å hedre både de beste og de dårlige klisjeene fra norske slashere . Ingrediensene i den lovende titulerte « Juleblod » er en nesten overnaturlig massemorder , og en stusselig onkel i nissedrakt som kommer frem på julaften for å slå ned folk ned med øksen sin . Også er det selvsagt flere kjendisnavn på plakaten som kun er med i en kort scene hver , som filmens Drew Barrymore : Truls Svendsen . Ellers er verden full av idioter og død man liksom kan glede seg til å se blomstre i blodsprut . Vi møter en traumatisert « final girl » , en australsk partyjente , hun sjenerte som får orgasme i søvne , et par ekle « rednecks » og et av Frankensteins monster av de typiske slasher-ofrene , nemlig förortstjejen Ritika som både er alfa-bitch , kåt , stoner og minoritet i en og samme boks . Ja , du gjettet riktig . Hun dør tidlig . Men det overfladiske forholdet til sjangeren krøller seg virkelig og det blir en sløv drakamp mellom billig julekrim , udugelig komedie og nølende slasher . Kort sagt : filmen er verken spennende eller morsom , og jeg har minst et par juleminner som er bedre enn denne filmen ( den ene er smalahove ) . Et av de største problemene , utover den lystdrepende sjangerblandingen , er filmens foto . Det er sjelden noen sammenheng mellom hvilken del av bildet som er lyssatt og hva som er i fokus . For mye av tiden går det å dekode hva i verden det er man ser . Det er de nøye røyklagte scenene som er skutt i utendørs i Honningsvåg som tidvis er ganske fine . Glem at konseptet « morderisk nisse » er gjort bedre før ( « Den Hellige Natt » og finske « Rare Exports » ) , at tidslinjen ikke går på greip ( blev han fengslet i 2011 eller 2009 ? ) , den slappe intro-teksten , replikkene ( « Du er en sann . Har du knullet en hora ? » ) eller den døde vulvaen man får i fleisen på likhuset . Husk også at den rødkledde Jason Voorhees ikke er vært Tommy Jarvis , og legg til side det påfallende lavbudsjettsymptomet med å klippe vekk nesten hver gang han svinger . Selv de få ganger man ser treffvirkningen , føler man ingen verdens ting . Filmens største problem er at den er slaven af klisjeene . Det kunne være bedre , men er gørrkjedelig . I en scene overrekker psykolog Frank Kjosås en boks med sovepiller til den unge etterforskeren ( Krogtoft Larsen ) som sliter med å sove . En kinobillett til « Juleblod » hadde holdt .",augmented 321
"Talentløst blodbad
Vampyrer er mote, og mote genererer penger. 
Det medfører gjerne «lyse» ideer på styrerommene rundt om. 
En av disse har vært å børste støv av, og «oppdatere» (les: fylle på med pupp og gørr) vampyr-undomshiten «Lost Boys» fra 1987. 
Det man får er et sjokkerende talentløst blodbad av en film som svikter på absolutt alle punkter. 
Replikker som «å dø er en del av det å leve» leveres i fullt alvor av når de involverte ikke bruker tiden på lerretet til å slenge dritt til hverandre. 
Fliden som er lagt i ekstramaterialet (musikkvideoer, koreografiguide m.m.) viser at noen faktisk mener alvor her. 
Dét er skremmende det! 

ØYSTEIN DAVID JOHANSEN 
",original 322
"Talentløst blodbad Vampyrer er mote , og mote koster penger . Dette medfører gjerne « lyse » ideer på styrerommene rundt om . En av disse har vært å børste støv av , og « oppdatere » ( les : fylle på med pupp og gørr ) filmen « Lost Boys » fra 1987 . Det man får er et sjokkerende talentløst blodbad av en film som svikter på absolutt alle punkter . Ord som « å dø er en del av det å leve » leveres i fullt alvor av at de involverte ikke bruker tiden på lerretet til å slenge dritt til hverandre . Det som er lagt i ekstramaterialet ( musikkvideoer , koreografiguide r ) viser at noen faktisk mener alvor her . Det var skremmende det ! ØYSTEIN DAVID SON",augmented 322
